"phenotype","phenotype_sub","phenotype_sex","sgg_phesant_name","description","variable_type","SGG_available","phesant_processed","sgg_file","downloaded","category","define_category","v2_exists","v2_downloaded"
"20111_2","20111","male","20111_2","Illnesses of siblings: Stroke","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","NO","NA","TRUE","TRUE","FALSE"
"20111_4","20111","male","20111_4","Illnesses of siblings: Bowel cancer","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","NO","NA","TRUE","TRUE","FALSE"
"20111_11","20111","male","20111_11","Illnesses of siblings: Parkinson's disease","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","NO","NA","TRUE","TRUE","FALSE"
"20111_101","20111","male","20111_101","Illnesses of siblings: None of the above (group 2)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","NO","NA","TRUE","TRUE","FALSE"
"20112_3","20112","male","20112_3","Illnesses of adopted father: Lung cancer","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","NO","NA","TRUE","TRUE","FALSE"
"20112_13","20112","male","20112_13","Illnesses of adopted father: Prostate cancer","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","YES","parental_pheno","FALSE","TRUE","TRUE"
"20112_1","20112","male","20112_1","Illnesses of adopted father: Heart disease","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","YES","parental_pheno","FALSE","TRUE","TRUE"
"20112_100","20112","male","20112_100","Illnesses of adopted father: None of the above (group 1)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","YES","parental_pheno","FALSE","TRUE","TRUE"
"20112_8","20112","male","20112_8","Illnesses of adopted father: High blood pressure","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","NO","NA","TRUE","TRUE","FALSE"
"20112_6","20112","male","20112_6","Illnesses of adopted father: Chronic bronchitis/emphysema","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","NO","NA","TRUE","TRUE","FALSE"
"20112_2","20112","male","20112_2","Illnesses of adopted father: Stroke","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","NO","NA","TRUE","TRUE","FALSE"
"20112_101","20112","male","20112_101","Illnesses of adopted father: None of the above (group 2)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","YES","parental_pheno","FALSE","TRUE","TRUE"
"20113_100","20113","male","20113_100","Illnesses of adopted mother: None of the above (group 1)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","TRUE","TRUE"
"20113_8","20113","male","20113_8","Illnesses of adopted mother: High blood pressure","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","TRUE","TRUE"
"20113_9","20113","male","20113_9","Illnesses of adopted mother: Diabetes","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","NO","NA","TRUE","TRUE","FALSE"
"20113_1","20113","male","20113_1","Illnesses of adopted mother: Heart disease","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","YES","disease_proxy","FALSE","TRUE","TRUE"
"20113_10","20113","male","20113_10","Illnesses of adopted mother: Alzheimer's disease/dementia","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","YES","parental_pheno","FALSE","TRUE","TRUE"
"20113_5","20113","male","20113_5","Illnesses of adopted mother: Breast cancer","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","NO","NA","TRUE","TRUE","FALSE"
"20113_2","20113","male","20113_2","Illnesses of adopted mother: Stroke","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","YES","parental_pheno","FALSE","TRUE","TRUE"
"20113_101","20113","male","20113_101","Illnesses of adopted mother: None of the above (group 2)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","NO","NA","TRUE","TRUE","FALSE"
"20114_100","20114","male","20114_100","Illnesses of adopted siblings: None of the above (group 1)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","NO","NA","TRUE","TRUE","FALSE"
"20114_8","20114","male","20114_8","Illnesses of adopted siblings: High blood pressure","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","NO","NA","TRUE","TRUE","FALSE"
"20114_101","20114","male","20114_101","Illnesses of adopted siblings: None of the above (group 2)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21653/bin1/out_bin1..tsv","NO","NA","TRUE","TRUE","FALSE"
"20116_0","20116","male","20116_0","Smoking status: Never","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","lifestyle","FALSE","FALSE","NA"
"20116_1","20116","male","20116_1","Smoking status: Previous","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","lifestyle","FALSE","FALSE","NA"
"20116_2","20116","male","20116_2","Smoking status: Current","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","lifestyle","FALSE","FALSE","NA"
"20117_2","20117","male","20117_2","Alcohol drinker status: Current","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","lifestyle","FALSE","FALSE","NA"
"20117_0","20117","male","20117_0","Alcohol drinker status: Never","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","lifestyle","FALSE","FALSE","NA"
"20117_1","20117","male","20117_1","Alcohol drinker status: Previous","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","NO","NA","TRUE","FALSE","NA"
"20118_5","20118","male","NA","Home area population density - urban or rural: England/Wales - Urban - less sparse","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20118_6","20118","male","NA","Home area population density - urban or rural: England/Wales - Town and Fringe - less sparse","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20118_7","20118","male","NA","Home area population density - urban or rural: England/Wales - Village - less sparse","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20118_8","20118","male","NA","Home area population density - urban or rural: England/Wales - Hamlet and Isolated Dwelling - less sparse","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20118_11","20118","male","NA","Home area population density - urban or rural: Scotland - Large Urban Area","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20118_12","20118","male","NA","Home area population density - urban or rural: Scotland - Other Urban Area","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20118_13","20118","male","NA","Home area population density - urban or rural: Scotland - Accessible Small Town","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20118_16","20118","male","NA","Home area population density - urban or rural: Scotland - Accessible Rural","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20122","20122","male","20122","Bipolar disorder status","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","NO","NA","TRUE","FALSE","NA"
"20126_0","20126","male","20126_0","Bipolar and major depression status: No Bipolar or Depression","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","NO","NA","TRUE","FALSE","NA"
"20126_1","20126","male","20126_1","Bipolar and major depression status: Bipolar I Disorder","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","NO","NA","TRUE","FALSE","NA"
"20126_2","20126","male","20126_2","Bipolar and major depression status: Bipolar II Disorder","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","NO","NA","TRUE","FALSE","NA"
"20126_3","20126","male","20126_3","Bipolar and major depression status: Probable Recurrent major depression (severe)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","NO","NA","TRUE","FALSE","NA"
"20126_4","20126","male","20126_4","Bipolar and major depression status: Probable Recurrent major depression (moderate)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","NO","NA","TRUE","FALSE","NA"
"20126_5","20126","male","20126_5","Bipolar and major depression status: Single Probable major depression episode","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","NO","NA","TRUE","FALSE","NA"
"20152","20152","male","NA","Reproduciblity of spirometry measurement using ERS/ATS criteria","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20160","20160","male","20160","Ever smoked","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","lifestyle","FALSE","FALSE","NA"
"20401","20401","male","NA","Ever addicted to any substance or behaviour","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20404","20404","male","NA","Ever physically dependent on alcohol","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20405_0","20405","male","NA","Ever had known person concerned about, or recommend reduction of, alcohol consumption: No","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20405_1","20405","male","NA","Ever had known person concerned about, or recommend reduction of, alcohol consumption: Yes, but not in the last year","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20405_2","20405","male","NA","Ever had known person concerned about, or recommend reduction of, alcohol consumption: Yes, during the last year","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20406","20406","male","NA","Ever addicted to alcohol","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20411_0","20411","male","NA","Ever been injured or injured someone else through drinking alcohol: No","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20411_1","20411","male","NA","Ever been injured or injured someone else through drinking alcohol: Yes, but not in the last year","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20411_2","20411","male","NA","Ever been injured or injured someone else through drinking alcohol: Yes, during the last year","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20415","20415","male","NA","Ongoing addiction to alcohol","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20417","20417","male","NA","Tense, sore, or aching muscles during worst period of anxiety","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20419","20419","male","NA","Difficulty concentrating during worst period of anxiety","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20421","20421","male","NA","Ever felt worried, tense, or anxious for most of a month or longer","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20422","20422","male","NA","More irritable than usual during worst period of anxiety","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20423","20423","male","NA","Keyed up or on edge during worst period of anxiety","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20425","20425","male","NA","Ever worried more than most people would in similar situation","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20426","20426","male","NA","Restless during period of worst anxiety","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20427","20427","male","NA","Frequent trouble falling or staying asleep during worst period of anxiety","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20428","20428","male","NA","Professional informed about anxiety","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20429","20429","male","NA","Easily tired during worst period of anxiety","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20431","20431","male","NA","Ever addicted to a behaviour or miscellanous","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20432","20432","male","NA","Ongoing behavioural or miscellanous addiction","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20435","20435","male","NA","Difficulty concentrating during worst depression","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20437","20437","male","NA","Thoughts of death during worst depression","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20441","20441","male","NA","Ever had prolonged loss of interest in normal activities","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20446","20446","male","NA","Ever had prolonged feelings of sadness or depression","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20447","20447","male","NA","Depression possibly related to stressful or traumatic event","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20448","20448","male","NA","Professional informed about depression","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20449","20449","male","NA","Feelings of tiredness during worst episode of depression","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20450","20450","male","NA","Feelings of worthlessness during worst period of depression","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20456","20456","male","NA","Ever addicted to illicit or recreational drugs","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20463","20463","male","NA","Ever heard an un-real voice","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20466","20466","male","NA","Ever prescribed a medication for unusual or psychotic experiences","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20468","20468","male","NA","Ever believed in an un-real conspiracy against self","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20471","20471","male","NA","Ever seen an un-real vision","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20474","20474","male","NA","Ever believed in un-real communications or signs","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20477","20477","male","NA","Ever talked to a health professional about unusual or psychotic experiences","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20480","20480","male","NA","Ever self-harmed","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20481","20481","male","NA","Self-harmed in past year","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20483","20483","male","NA","Ever attempted suicide","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20486","20486","male","NA","Contemplated self-harm in past year","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20493","20493","male","NA","Severity of problems due to mania or irritability","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20499","20499","male","NA","Ever sought or received professional help for mental distress","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20500","20500","male","NA","Ever suffered mental distress preventing usual activities","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20501","20501","male","NA","Ever had period of mania / excitability","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20502","20502","male","NA","Ever had period extreme irritability","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20503","20503","male","NA","Ever addicted to prescription or over-the-counter medication","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20504","20504","male","NA","Ongoing addiction or dependence to over-the-counter medication","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20526","20526","male","NA","Been in serious accident believed to be life-threatening","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20527","20527","male","NA","Been involved in combat or exposed to war-zone","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20528","20528","male","NA","Diagnosed with life-threatening illness","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20529","20529","male","NA","Victim of physically violent crime","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20530","20530","male","NA","Witnessed sudden violent death","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20531","20531","male","NA","Victim of sexual assault","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20532","20532","male","NA","Did your sleep change?","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20533","20533","male","NA","Trouble falling asleep","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20534","20534","male","NA","Sleeping too much","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20535","20535","male","NA","Waking too early","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20536_0","20536","male","NA","Weight change during worst episode of depression: Stayed about the same or was on a diet","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20536_1","20536","male","NA","Weight change during worst episode of depression: Gained weight","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20536_2","20536","male","NA","Weight change during worst episode of depression: Lost weight","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20536_3","20536","male","NA","Weight change during worst episode of depression: Both gained and lost some weight during the episode","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20538","20538","male","NA","Worried most days during period of worst anxiety","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20540","20540","male","NA","Multiple worries during worst period of anxiety","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20541","20541","male","NA","Difficulty stopping worrying during worst period of anxiety","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20542","20542","male","NA","Stronger worrying (than other people) during period of worst anxiety","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20543","20543","male","NA","Number of things worried about during worst period of anxiety","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20544_11","20544","male","NA","Mental health problems ever diagnosed by a professional: Depression","binary","FALSE","NA","NA","NO","NA","TRUE","TRUE","FALSE"
"20544_1","20544","male","NA","Mental health problems ever diagnosed by a professional: Social anxiety or social phobia","binary","FALSE","NA","NA","NO","NA","TRUE","TRUE","FALSE"
"20544_15","20544","male","NA","Mental health problems ever diagnosed by a professional: Anxiety, nerves or generalized anxiety disorder","binary","FALSE","NA","NA","NO","NA","TRUE","TRUE","FALSE"
"20544_5","20544","male","NA","Mental health problems ever diagnosed by a professional: Any other phobia (eg disabling fear of heights or spiders)","binary","FALSE","NA","NA","NO","NA","TRUE","TRUE","FALSE"
"20544_6","20544","male","NA","Mental health problems ever diagnosed by a professional: Panic attacks","binary","FALSE","NA","NA","NO","NA","TRUE","TRUE","FALSE"
"20544_3","20544","male","NA","Mental health problems ever diagnosed by a professional: Any other type of psychosis or psychotic illness","binary","FALSE","NA","NA","NO","NA","TRUE","TRUE","FALSE"
"20544_7","20544","male","NA","Mental health problems ever diagnosed by a professional: Obsessive compulsive disorder (OCD)","binary","FALSE","NA","NA","NO","NA","TRUE","TRUE","FALSE"
"20544_10","20544","male","NA","Mental health problems ever diagnosed by a professional: Mania, hypomania, bipolar or manic-depression","binary","FALSE","NA","NA","NO","NA","TRUE","TRUE","FALSE"
"20544_4","20544","male","NA","Mental health problems ever diagnosed by a professional: A personality disorder","binary","FALSE","NA","NA","NO","NA","TRUE","TRUE","FALSE"
"20544_17","20544","male","NA","Mental health problems ever diagnosed by a professional: Agoraphobia","binary","FALSE","NA","NA","NO","NA","TRUE","TRUE","FALSE"
"20544_14","20544","male","NA","Mental health problems ever diagnosed by a professional: Autism, Asperger's or autistic spectrum disorder","binary","FALSE","NA","NA","NO","NA","TRUE","TRUE","FALSE"
"20546_1","20546","male","NA","Substances taken for depression: Unprescribed medication (more than once)","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20546_3","20546","male","NA","Substances taken for depression: Medication prescribed to you (for at least two weeks)","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20546_4","20546","male","NA","Substances taken for depression: Drugs or alcohol (more than once)","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20547_1","20547","male","NA","Activities undertaken to treat depression: Talking therapies, such as psychotherapy, counselling, group therapy or CBT","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20547_3","20547","male","NA","Activities undertaken to treat depression: Other therapeutic activities such as mindfulness, yoga or art classes","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20548_2","20548","male","NA","Manifestations of mania or irritability: I was more restless than usual","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20548_1","20548","male","NA","Manifestations of mania or irritability: I was more talkative than usual","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20548_5","20548","male","NA","Manifestations of mania or irritability: I needed less sleep than usual","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20548_3","20548","male","NA","Manifestations of mania or irritability: My thoughts were racing","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20548_6","20548","male","NA","Manifestations of mania or irritability: I was more creative or had more ideas than usual","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20548_7","20548","male","NA","Manifestations of mania or irritability: I was easily distracted","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20548_9","20548","male","NA","Manifestations of mania or irritability: I was more active than usual","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20548_8","20548","male","NA","Manifestations of mania or irritability: I was more confident than usual","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20549_1","20549","male","NA","Substances taken for anxiety: Unprescribed medication (more than once)","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20549_3","20549","male","NA","Substances taken for anxiety: Medication prescribed to you (for at least two weeks)","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20549_4","20549","male","NA","Substances taken for anxiety: Drugs or alcohol (more than once)","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20550_1","20550","male","NA","Activities undertaken to treat anxiety: Talking therapies, such as psychotherapy, counselling, group therapy or CBT","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20550_3","20550","male","NA","Activities undertaken to treat anxiety: Other therapeutic activities such as mindfulness, yoga or art classes","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20551_2","20551","male","NA","Substance of prescription or over-the-counter medication addiction: A painkiller","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20551_1","20551","male","NA","Substance of prescription or over-the-counter medication addiction: A sedative, benzodiazepine or sleeping tablet","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20552_2","20552","male","NA","Behavioural and miscellaneous addictions: A behaviour","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20552_1","20552","male","NA","Behavioural and miscellaneous addictions: Something else not mentioned","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20553_4","20553","male","NA","Methods of self-harm used: Ingesting a medication in excess of the normal dose","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20553_1","20553","male","NA","Methods of self-harm used: Something not listed","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20553_5","20553","male","NA","Methods of self-harm used: Self-injury such as self-cutting, scratching or hitting, etc.","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20553_3","20553","male","NA","Methods of self-harm used: Stopping prescribed medication","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20553_6","20553","male","NA","Methods of self-harm used: Ingesting alcohol or a recreational or illicit drug","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20554_1","20554","male","NA","Actions taken following self-harm: See anyone from psychiatric or mental health services, including liaison services","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20554_5","20554","male","NA","Actions taken following self-harm: See own GP","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20554_3","20554","male","NA","Actions taken following self-harm: Need hospital treatment (eg A&E)","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20554_4","20554","male","NA","Actions taken following self-harm: Use a helpline / voluntary organization","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"20554_6","20554","male","NA","Actions taken following self-harm: Receive help from friends / family / neighbours","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"22126","22126","male","22126","Doctor diagnosed hayfever or allergic rhinitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","NO","NA","TRUE","FALSE","NA"
"22127","22127","male","22127","Doctor diagnosed asthma","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","NO","NA","TRUE","FALSE","NA"
"22128","22128","male","NA","Doctor diagnosed emphysema","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"22129","22129","male","NA","Doctor diagnosed chronic bronchitis","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"22130","22130","male","NA","Doctor diagnosed COPD (chronic obstructive pulmonary disease)","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"22133","22133","male","NA","Doctor diagnosed sarcoidosis","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"22134","22134","male","NA","Doctor diagnosed bronchiectasis","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"22137","22137","male","NA","Doctor diagnosed tuberculosis","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"22166","22166","male","22166","Recent medication for hayfever or allergic rhinitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","disease_proxy","FALSE","FALSE","NA"
"22167","22167","male","22167","Recent medication for asthma","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","disease_proxy","FALSE","FALSE","NA"
"22169","22169","male","22169","Recent medication for chronic bronchitis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","disease_proxy","FALSE","FALSE","NA"
"22170","22170","male","22170","Recent medication for COPD (Chronic Obstructive Pulmonary Disease)","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","NO","NA","TRUE","FALSE","NA"
"22174","22174","male","22174","Recent medication for bronchiectasis","binary","TRUE","YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin3/out_bin3..tsv","YES","disease_proxy","FALSE","FALSE","NA"
"22502","22502","male","NA","Cough on most days","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
"22504","22504","male","NA","Bring up phlegm/sputum/mucus on most days","binary","FALSE","NA","NA","NO","NA","TRUE","FALSE","NA"
